continent,superregion,region,area,province,location_type,location_name,hexcode,topography,vegetation,climate,religion,culture,raw_material,natural_harbor_suitability,owner,cores,old_province_number
africa,east_sarhal_superregion,yetefesefi_region,fetengaben_area,noriasemayi,land,noriasemayi,734bd5,flatland,grasslands,continental,sky_domain,yeteferen,wheat,,S58,"S58,S60,S59",6712
africa,east_sarhal_superregion,shadow_swamp_region,tazoine_area,anbennar6744,land,anbennar6744,a45e7e,flatland,grasslands,continental,night_coven,echenka,pepper,,S70,S70,6744
africa,east_sarhal_superregion,shadow_swamp_region,tazoine_area,pidrumataeri,land,pidrumataeri,074c4d,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6745
africa,east_sarhal_superregion,yetefesefi_region,berfan_area,vetetigula,land,vetetigula,37b05d,flatland,grasslands,continental,sky_domain,yeteferen,wheat,,S57,S57,6740
africa,east_sarhal_superregion,shadow_swamp_region,krumkrmura_area,mednua_nama,land,mednua_nama,cd0740,flatland,grasslands,continental,night_coven,echenka,lumber,,S70,S70,6742
africa,east_sarhal_superregion,shadow_swamp_region,tazoine_area,anbennar6743,land,anbennar6743,3602cc,flatland,grasslands,continental,night_coven,echenka,fungi,,S70,S70,6743
africa,east_sarhal_superregion,denibari_region,simegesfan_area,sullash,land,sullash,4914eb,flatland,grasslands,continental,shadow_pact,ofehibi,wheat,,L66,L66,6741
africa,east_sarhal_superregion,shadow_swamp_region,krumkrmura_area,taelek_kashul,land,taelek_kashul,634b14,flatland,grasslands,continental,night_coven,echenka,lumber,,S70,S70,6736
africa,east_sarhal_superregion,shadow_swamp_region,krumkrmura_area,anbennar6737,land,anbennar6737,55d154,flatland,grasslands,continental,night_coven,echenka,fungi,,S70,S70,6737
africa,east_sarhal_superregion,denibari_region,kvathagis_area,kvathagis,land,kvathagis,99ba2c,flatland,grasslands,continental,sky_domain,talilibeti,lumber,,L66,S47,6738
africa,east_sarhal_superregion,shadow_swamp_region,krumkrmura_area,anbennar6739,land,anbennar6739,055b06,flatland,grasslands,continental,night_coven,echenka,lumber,,S70,S70,6739
africa,east_sarhal_superregion,yetefesefi_region,melakfan_area,layinret,land,layinret,1f0e9a,flatland,grasslands,continental,sky_domain,yeteferen,livestock,,S54,S54,6706
africa,east_sarhal_superregion,shadow_swamp_region,arukomirun_area,arukomirun,land,arukomirun,1bf2ff,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6703
africa,east_sarhal_superregion,shadow_swamp_region,arukomirun_area,ritki_biknak,land,ritki_biknak,cd69f5,flatland,grasslands,continental,night_coven,swamp_troll,pepper,,S70,S70,6704
africa,east_sarhal_superregion,shadow_swamp_region,arukomirun_area,meduna_elba,land,meduna_elba,64400f,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6702
africa,east_sarhal_superregion,shadow_swamp_region,kumkrheshu_area,zikkota_fenfen,land,zikkota_fenfen,452cd6,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6707
africa,east_sarhal_superregion,shadow_swamp_region,kumkrheshu_area,kiripnitka,land,kiripnitka,31600a,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6708
africa,east_sarhal_superregion,shadow_swamp_region,kumkrheshu_area,kumkrheshu,land,kumkrheshu,a22d60,flatland,grasslands,continental,night_coven,swamp_troll,coffee,,S70,S70,6709
africa,east_sarhal_superregion,denibari_region,tsudhagis_area,tsudhagis,land,tsudhagis,1a5f2c,flatland,grasslands,continental,sky_domain,talilibeti,wool,,L66,S48,6710
africa,east_sarhal_superregion,shadow_swamp_region,svitvi_area,shvartiskaag,land,shvartiskaag,604664,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6701
africa,east_sarhal_superregion,shadow_swamp_region,svitvi_area,llandinok,land,llandinok,0142a9,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6700
africa,east_sarhal_superregion,shadow_swamp_region,svitvi_area,pidruroki,land,pidruroki,ff92ad,flatland,grasslands,continental,night_coven,swamp_troll,tobacco,,S70,S70,6699
africa,east_sarhal_superregion,shadow_swamp_region,svitvi_area,svitvi,land,svitvi,a3a6d5,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6698
africa,east_sarhal_superregion,shadow_swamp_region,svitvi_area,tjeji_mukno,land,tjeji_mukno,9bdb12,flatland,grasslands,continental,night_coven,swamp_troll,tobacco,,S70,S70,6697
africa,east_sarhal_superregion,shadow_swamp_region,elbe_nama_area,sprigi_hogmi,land,sprigi_hogmi,b8f070,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6693
africa,east_sarhal_superregion,shadow_swamp_region,elbe_nama_area,elbe_nama,land,elbe_nama,9d504b,flatland,grasslands,continental,night_coven,swamp_troll,pepper,,S70,S70,6694
africa,east_sarhal_superregion,shadow_swamp_region,elbe_nama_area,sketaiskaag,land,sketaiskaag,854a53,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6695
africa,east_sarhal_superregion,shadow_swamp_region,elbe_nama_area,lemkezoine,land,lemkezoine,1cc813,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6696
africa,east_sarhal_superregion,shadow_swamp_region,aakeiritki_area,muknomura,land,muknomura,39f374,flatland,grasslands,continental,night_coven,swamp_troll,ivory,,S70,S70,6687
africa,east_sarhal_superregion,shadow_swamp_region,aakeiritki_area,komupe_seggda,land,komupe_seggda,d20581,flatland,grasslands,continental,night_coven,swamp_troll,dues,,S70,S70,6688
africa,east_sarhal_superregion,shadow_swamp_region,aakeiritki_area,sprigi_twani,land,sprigi_twani,12d63f,flatland,grasslands,continental,night_coven,swamp_troll,gems,,S70,S70,6690
africa,east_sarhal_superregion,denibari_region,merekawi_area,vetegeben,land,vetegeben,0fa71c,flatland,grasslands,continental,sky_domain,ofehibi,livestock,,S44,S44,6691
africa,east_sarhal_superregion,shadow_swamp_region,aakeiritki_area,aakeiritki,land,aakeiritki,fdb661,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6692
africa,east_sarhal_superregion,shadow_swamp_region,tovchiheshu_area,tovchiheshu,land,tovchiheshu,f5b47d,flatland,grasslands,continental,night_coven,swamp_troll,dues,,S70,S70,6685
africa,east_sarhal_superregion,shadow_swamp_region,tovchiheshu_area,kumkr_heni,land,kumkr_heni,175afe,flatland,grasslands,continental,night_coven,swamp_troll,fungi,,S70,S70,6711
africa,east_sarhal_superregion,shadow_swamp_region,tovchiheshu_area,pidru_daud,land,pidru_daud,813426,flatland,grasslands,continental,night_coven,swamp_troll,lumber,,S70,S70,6686
africa,east_sarhal_superregion,shadow_swamp_region,tazoine_area,unusedland16,land,unusedland16,5281d3,flatland,grasslands,continental,,,unknown,,,,3206
africa,east_sarhal_superregion,bamaliwuni_region,igerya_isles_area,unusedland57,land,unusedland57,5b467d,flatland,grasslands,continental,,,unknown,0.25,,,3247
africa,east_sarhal_superregion,bamaliwuni_region,igerya_isles_area,unusedland58,land,unusedland58,f2e837,flatland,grasslands,continental,,,unknown,0.25,,,3248
africa,east_sarhal_superregion,telekenid_region,telekenid_islands_area,tiphiya,land,tiphiya,9baac5,flatland,grasslands,continental,high_philosophy,raghamidesh,fish,0.25,R04,R04,4547
africa,east_sarhal_superregion,telekenid_region,telekenid_islands_area,monglingsaau,land,monglingsaau,202fe4,flatland,grasslands,continental,transmutative_path,naamjyut,fish,0.25,Y64,Y64,4807
africa,fangaula_superregion,janama_region,mokatanga_area,xhuxuu,land,xhuxuu,84dd25,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,unknown,0.25,F65,"F65,F73",5801
africa,fangaula_superregion,janama_region,mokatanga_area,zitan_tomon,land,zitan_tomon,6ec8de,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,unknown,0.25,F65,"F65,F73",5802
africa,fangaula_superregion,janama_region,keneya_pipi_area,turro,land,turro,ca69d0,flatland,grasslands,continental,fangaulan_pantheon,binwarji,fish,0.25,F65,"F65,F73,L22",5803
africa,fangaula_superregion,janama_region,mokatanga_area,ramagh,land,ramagh,5252f7,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,livestock,,F65,"F65,F73",5800
africa,fangaula_superregion,janama_region,keneya_pipi_area,pipi_abada,land,pipi_abada,0fe562,flatland,grasslands,continental,fangaulan_pantheon,binwarji,salt,0.25,F65,"F65,F73,L22",5814
africa,fangaula_superregion,janama_region,keneya_pipi_area,zinn_babirr,land,zinn_babirr,72c872,flatland,grasslands,continental,fangaulan_pantheon,binwarji,wool,,F65,"F65,L22",5817
africa,fangaula_superregion,janama_region,biakata_area,sinadaba,land,sinadaba,e109d6,flatland,grasslands,continental,fangaulan_pantheon,binwarji,fish,0.25,F65,"F65,L22",5815
africa,fangaula_superregion,janama_region,biakata_area,sigilan,land,sigilan,a2c029,flatland,grasslands,continental,fangaulan_pantheon,binwarji,unknown,0.25,F65,"F65,L22,S99",5813
africa,fangaula_superregion,janama_region,biakata_area,tannifila_oka,land,tannifila_oka,d51e33,flatland,grasslands,continental,fangaulan_pantheon,binwarji,wool,,F65,"F65,L22",5816
africa,fangaula_superregion,janama_region,farirarge_area,warjifara,land,warjifara,979b8e,flatland,grasslands,continental,fangaulan_pantheon,binwarji,gold,,L22,"L22,S99",5811
africa,fangaula_superregion,janama_region,keneya_pipi_area,atunkat,land,atunkat,8053cf,flatland,grasslands,continental,fangaulan_pantheon,binwarji,livestock,,F65,"F65,L22",5804
africa,fangaula_superregion,janama_region,arrakan_ghaman_area,karran,land,karran,aad34c,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,livestock,,F65,F65,5798
africa,fangaula_superregion,janama_region,arrakan_ghaman_area,bontorr,land,bontorr,944921,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,wool,,F65,F65,5799
africa,fangaula_superregion,janama_region,arrakan_ghaman_area,ruulu_zogho,land,ruulu_zogho,0314bb,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,livestock,,F65,F65,5795
africa,fangaula_superregion,janama_region,arrakan_ghaman_area,foxhorr_farrarr,land,foxhorr_farrarr,dcfd57,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,wool,,F65,F65,5796
africa,fangaula_superregion,janama_region,keneya_pipi_area,khogho_zughu,land,khogho_zughu,2114b5,flatland,grasslands,continental,fangaulan_pantheon,binwarji,salt,,F65,"F65,L22",5797
africa,fangaula_superregion,janama_region,farirarge_area,bobaraba_duga,land,bobaraba_duga,e404b7,flatland,grasslands,continental,fangaulan_pantheon,binwarji,livestock,,L22,L22,5786
africa,fangaula_superregion,janama_region,arrakan_ghaman_area,zoborr,land,zoborr,6c596d,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,unknown,,F65,F65,5794
africa,fangaula_superregion,janama_region,xoruku_xugu_area,ghunkorr,land,ghunkorr,c96152,flatland,grasslands,continental,kvangahga,windhowler_gnoll,wool,,F69,F69,5793
africa,fangaula_superregion,janama_region,baghan_area,zitarr,land,zitarr,adfa2a,flatland,grasslands,continental,fangaulan_pantheon,taafi,wheat,,F65,"F65,L17",5787
africa,fangaula_superregion,janama_region,baghan_area,makan,land,makan,e46be3,flatland,grasslands,continental,fangaulan_pantheon,binwarji,incense,,L22,L22,5785
africa,fangaula_superregion,janama_region,baghan_area,bubukarr,land,bubukarr,4c6d77,flatland,grasslands,continental,fangaulan_pantheon,taafi,wool,,F65,"F65,L17",5788
africa,fangaula_superregion,janama_region,xoruku_xugu_area,zirrbit,land,zirrbit,3a8d1d,flatland,grasslands,continental,kvangahga,windhowler_gnoll,livestock,,F69,F69,5789
africa,fangaula_superregion,janama_region,cikela_jigin_area,jerr_araf,land,jerr_araf,b6fbb0,flatland,grasslands,continental,fangaulan_pantheon,taafi,pepper,,L22,L17,5742
africa,fangaula_superregion,kubaci_region,franxhaz_area,jorrikarr,land,jorrikarr,a355db,flatland,grasslands,continental,kvangahga,windhowler_gnoll,wool,,F69,F69,5736
africa,fangaula_superregion,kubaci_region,franxhaz_area,zittagh,land,zittagh,9fd5c2,flatland,grasslands,continental,fangaulan_pantheon,taafi,wool,,F69,"F69,L17",5737
africa,fangaula_superregion,kubaci_region,franxhaz_area,xhink_zughu,land,xhink_zughu,38371f,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,unknown,,F69,F69,5735
africa,fangaula_superregion,kubaci_region,gharr_marr_area,bogorr,land,bogorr,b89446,flatland,grasslands,continental,kvangahga,windhowler_gnoll,wool,,F69,F69,5734
africa,fangaula_superregion,kubaci_region,gharr_marr_area,gharr_marr,land,gharr_marr,e13cf3,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,livestock,,F69,F69,5732
africa,fangaula_superregion,kubaci_region,gharr_marr_area,farazz,land,farazz,821fc9,flatland,grasslands,continental,kvangahga,windhowler_gnoll,salt,,F69,F69,5733
africa,fangaula_superregion,kubaci_region,gharr_marr_area,arex,land,arex,a01fc1,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,livestock,,F69,F69,5731
africa,fangaula_superregion,kubaci_region,fanghasba_area,bazughu,land,bazughu,08a57d,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,unknown,,F69,"F69,Q02",5719
africa,fangaula_superregion,kubaci_region,fanghasba_area,nhejen,land,nhejen,caaac6,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,wool,,F69,"F69,Q02",5718
africa,fangaula_superregion,kubaci_region,samishesha_area,samishesha,land,samishesha,31ff0f,flatland,grasslands,continental,elikhetist,mantimatu,incense,,L13,L13,5774
africa,fangaula_superregion,kubaci_region,samishesha_area,kaikai,land,kaikai,845a29,flatland,grasslands,continental,elikhetist,mantimatu,wheat,,L13,L13,5705
africa,fangaula_superregion,kubaci_region,kudhah_area,kudhah,land,kudhah,96d2c7,flatland,grasslands,continental,fangaulan_pantheon,mantimatu,livestock,,L13,L13,5704
africa,fangaula_superregion,kubaci_region,kudhah_area,er_banirwu,land,er_banirwu,6e920c,flatland,grasslands,continental,fangaulan_pantheon,mantimatu,livestock,,L13,"L13,L24",5706
africa,fangaula_superregion,kubaci_region,samishesha_area,ikeew,land,ikeew,3ac9a6,flatland,grasslands,continental,elikhetist,mantimatu,wheat,,L13,L13,5707
africa,fangaula_superregion,kubaci_region,samishesha_area,kaata_nefrut,land,kaata_nefrut,b94138,flatland,grasslands,continental,elikhetist,mantimatu,incense,,L13,L13,5709
africa,fangaula_superregion,kubaci_region,kudhah_area,radi_su_er,land,radi_su_er,1d6e66,flatland,grasslands,continental,fangaulan_pantheon,mantimatu,livestock,,L13,"L13,L24",5708
africa,fangaula_superregion,kubaci_region,kumsdat_area,kumsdat,land,kumsdat,e47886,flatland,grasslands,continental,fangaulan_pantheon,mantimatu,wheat,,L02,"L02,L24",5684
africa,fangaula_superregion,kubaci_region,kumsdat_area,sunusmusaw,land,sunusmusaw,caf494,flatland,grasslands,continental,fangaulan_pantheon,mantimatu,livestock,,L16,"L16,L24",5685
africa,fangaula_superregion,dao_nako_region,narawan_jigin_area,durpupa,land,durpupa,d12002,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,pepper,,L10,"L10,L16",5711
africa,fangaula_superregion,dao_nako_region,narawan_jigin_area,zokek,land,zokek,ece967,flatland,grasslands,continental,nakavy_avo,amezatany,unknown,0.25,S98,"S98,L10",5712
africa,fangaula_superregion,dao_nako_region,kunolo_area,kunolo,land,kunolo,326f0c,flatland,grasslands,continental,fangaulan_pantheon,jiromji,dues,0.25,L10,L10,5710
africa,fangaula_superregion,dao_nako_region,kunolo_area,gbujeru,land,gbujeru,0bf31c,flatland,grasslands,continental,fangaulan_pantheon,jiromji,lumber,0.25,L10,L10,5713
africa,fangaula_superregion,dao_nako_region,kunolo_area,wiw-reku,land,wiw-reku,a9c212,flatland,grasslands,continental,fangaulan_pantheon,jiromji,lumber,0.25,L10,L10,5805
africa,fangaula_superregion,dao_nako_region,dogo_babolo_area,new_hookfield,land,new_hookfield,809dee,flatland,grasslands,continental,,,unknown,0.25,,,5763
africa,fangaula_superregion,dao_nako_region,dogo_babolo_area,port_narawen,land,port_narawen,6a44fa,flatland,grasslands,continental,,,unknown,0.25,,,5766
africa,fangaula_superregion,dao_nako_region,narawan_jigin_area,banji,land,banji,844f75,flatland,grasslands,continental,fangaulan_pantheon,jiromji,wine,0.25,S98,"S98,L14",5722
africa,fangaula_superregion,dao_nako_region,negetu_area,sariyada,land,sariyada,ea14b5,flatland,grasslands,continental,fangaulan_pantheon,kaino,unknown,,L14,L14,5723
africa,fangaula_superregion,dao_nako_region,negetu_area,negedaga,land,negedaga,0acdb0,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,iron,,L14,L14,5721
africa,fangaula_superregion,kubaci_region,misinson_area,misigenna,land,misigenna,c17a9d,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,livestock,,L16,L16,5720
africa,fangaula_superregion,kubaci_region,warabani_area,xhazsaya,land,xhazsaya,d84418,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,wool,,F69,"F69,S95",5729
africa,fangaula_superregion,kubaci_region,warabani_area,jolifon,land,jolifon,788441,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,unknown,,F69,"F69,S95",5730
africa,fangaula_superregion,kubaci_region,warabani_area,fojara,land,fojara,5ccc3a,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,unknown,,S95,S95,5728
africa,fangaula_superregion,dao_nako_region,azziza_tu_area,raffia,land,raffia,e4d6d8,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,wool,,L22,"L22,L21",5726
africa,fangaula_superregion,dao_nako_region,janfanciso_area,kunun,land,kunun,ef8267,flatland,grasslands,continental,fangaulan_pantheon,kaino,lumber,,L20,L20,5727
africa,fangaula_superregion,dao_nako_region,negetu_area,gafekalanyoro,land,gafekalanyoro,cce2bf,flatland,grasslands,continental,fangaulan_pantheon,kaino,unknown,,L14,L14,5725
africa,fangaula_superregion,dao_nako_region,negetu_area,izini,land,izini,b5c06d,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,iron,,L14,L14,5724
africa,fangaula_superregion,dao_nako_region,falenfenw_area,galodugu,land,galodugu,65d5e2,flatland,grasslands,continental,fangaulan_pantheon,kaino,lumber,,S97,S97,5765
africa,fangaula_superregion,dao_nako_region,dogo_babolo_area,spucro_farm,land,spucro_farm,6c3e4b,flatland,grasslands,continental,,,unknown,,,,5764
africa,fangaula_superregion,dao_nako_region,dogo_babolo_area,marid's_bay,land,marid's_bay,04b2d1,flatland,grasslands,continental,,,unknown,0.25,,,5762
africa,fangaula_superregion,dao_nako_region,asanbosam_tu_area,timberland,land,timberland,b7be3b,flatland,grasslands,continental,,,unknown,0.25,,,5761
africa,fangaula_superregion,dao_nako_region,falenfenw_area,asanbosam_tu,land,asanbosam_tu,db0635,flatland,grasslands,continental,fangaulan_pantheon,kaino,iron,,S97,S97,5760
africa,fangaula_superregion,dao_nako_region,falenfenw_area,farin,land,farin,a4cd71,flatland,grasslands,continental,fangaulan_pantheon,kaino,pepper,,S97,S97,5753
africa,fangaula_superregion,dao_nako_region,ninki_nanka_bada_area,garanke,land,garanke,f6dd71,flatland,grasslands,continental,fangaulan_pantheon,kaino,unknown,,S97,S97,5754
africa,fangaula_superregion,dao_nako_region,azziza_tu_area,jirima,land,jirima,b9e6e2,flatland,grasslands,continental,fangaulan_pantheon,kaino,lumber,,L22,"L22,L21,L20",5752
africa,fangaula_superregion,dao_nako_region,ninki_nanka_bada_area,joson,land,joson,15e08e,flatland,grasslands,continental,fangaulan_pantheon,kaino,gems,,L15,L15,5748
africa,fangaula_superregion,kubaci_region,warabani_area,sabulun,land,sabulun,9fc041,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,incense,,S95,S95,5747
africa,fangaula_superregion,kubaci_region,warabani_area,nkolonnin_ba,land,nkolonnin_ba,c783e4,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,livestock,,S95,S95,5746
africa,fangaula_superregion,kubaci_region,kaino_binni_area,mansa_jara,land,mansa_jara,fa62d3,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,wheat,,S94,S94,5745
africa,fangaula_superregion,kubaci_region,kaino_binni_area,kaino_binni,land,kaino_binni,3840ac,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,wheat,,S94,S94,5744
africa,fangaula_superregion,dao_nako_region,janfanciso_area,banni,land,banni,90d93c,flatland,grasslands,continental,fangaulan_pantheon,kaino,iron,,L20,L20,5749
africa,fangaula_superregion,dao_nako_region,ninki_nanka_bada_area,cekoroba_jana,land,cekoroba_jana,f606ac,flatland,grasslands,continental,genie_cult,kaino,pepper,,S96,S96,5751
africa,fangaula_superregion,dao_nako_region,jirad_area,kadda,land,kadda,6b0256,flatland,grasslands,continental,fangaulan_pantheon,kaino,wheat,,L15,L15,5750
africa,fangaula_superregion,dao_nako_region,ninki_nanka_bada_area,mforoekpe,land,mforoekpe,284448,flatland,grasslands,continental,genie_cult,tamajoba,lumber,,S96,S96,5755
africa,fangaula_superregion,dao_nako_region,asanbosam_tu_area,stoutmarch,land,stoutmarch,6b44ae,flatland,grasslands,continental,,,unknown,0.25,,,5759
africa,fangaula_superregion,dao_nako_region,asanbosam_tu_area,ninakaire,land,ninakaire,a3e618,flatland,grasslands,continental,,,unknown,0.25,,,5758
africa,fangaula_superregion,dao_nako_region,masirijiri_area,hydra_tu,land,hydra_tu,c92242,flatland,grasslands,continental,genie_cult,kaino,wine,,S96,S96,5757
africa,fangaula_superregion,dao_nako_region,janfanciso_area,adaru,land,adaru,01626e,flatland,grasslands,continental,fangaulan_pantheon,kaino,lumber,,L20,L20,5756
africa,fangaula_superregion,dao_nako_region,jirad_area,jirad,land,jirad,01b5b5,flatland,grasslands,continental,fangaulan_pantheon,kaino,gems,,L18,L18,5743
africa,fangaula_superregion,dao_nako_region,mojobaa_kulan_area,poyi_jana,land,poyi_jana,81a00a,flatland,grasslands,continental,fangaulan_pantheon,kaino,copper,,L22,"L22,L20,L21",5769
africa,fangaula_superregion,dao_nako_region,masirijiri_area,tukula,land,tukula,4b7555,flatland,grasslands,continental,fangaulan_pantheon,kaino,gems,,L19,L19,5770
africa,fangaula_superregion,dao_nako_region,masirijiri_area,donkili_farawo,land,donkili_farawo,e1818f,flatland,grasslands,continental,fangaulan_pantheon,kaino,wheat,,L19,L19,5768
africa,fangaula_superregion,dao_nako_region,dao_nako_coast_area,selcost,land,selcost,c24284,flatland,grasslands,continental,,,unknown,0.25,,,5767
africa,fangaula_superregion,dao_nako_region,jirad_area,tamasada,land,tamasada,5ed129,flatland,grasslands,continental,fangaulan_pantheon,kaino,wheat,,L18,L18,5771
africa,fangaula_superregion,dao_nako_region,azziza_tu_area,adze_bintu,land,adze_bintu,87f127,flatland,grasslands,continental,fangaulan_pantheon,kaino,pepper,,L20,L20,5740
africa,fangaula_superregion,janama_region,cikela_jigin_area,woussoulan,land,woussoulan,ff85ac,flatland,grasslands,continental,fangaulan_pantheon,kaino,incense,,L15,L15,5739
africa,fangaula_superregion,janama_region,cikela_jigin_area,irusi,land,irusi,816697,flatland,grasslands,continental,fangaulan_pantheon,taafi,livestock,,L22,L17,5738
africa,fangaula_superregion,janama_region,cikela_jigin_area,woloso,land,woloso,cb0b37,flatland,grasslands,continental,fangaulan_pantheon,taafi,wheat,,L22,L17,5741
africa,fangaula_superregion,janama_region,arojana_area,aro_bugu,land,aro_bugu,aa90c3,flatland,grasslands,continental,fangaulan_pantheon,binwarji,wheat,,L22,"L22,L60",5780
africa,fangaula_superregion,janama_region,arojana_area,benba_kulu,land,benba_kulu,a87790,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,incense,,L22,"L22,L60",5772
africa,fangaula_superregion,dao_nako_region,janfanciso_area,jiridese_so,land,jiridese_so,454931,flatland,grasslands,continental,fangaulan_pantheon,kaino,iron,,L20,L20,5779
africa,fangaula_superregion,janama_region,arojana_area,kogo,land,kogo,81970d,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,salt,,L22,"L22,L60",5781
africa,fangaula_superregion,janama_region,arojana_area,sinjetaso,land,sinjetaso,23d7a9,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,wine,,L22,"L22,L60",5782
africa,fangaula_superregion,dao_nako_region,mojobaa_kulan_area,junansuar,land,junansuar,5b836b,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,iron,,L22,"L22,L21",5808
africa,fangaula_superregion,janama_region,sitane_kogojida_area,negeba,land,negeba,60f8f9,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,copper,,L22,"L22,L21",5783
africa,fangaula_superregion,janama_region,farirarge_area,atijo_sigilan,land,atijo_sigilan,ddd227,flatland,grasslands,continental,fangaulan_pantheon,binwarji,wheat,,L22,L22,5784
africa,fangaula_superregion,janama_region,sitane_kogojida_area,anbennar5810,land,anbennar5810,74c9ef,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,iron,,L22,"L22,L21",5810
africa,fangaula_superregion,janama_region,farirarge_area,diangere,land,diangere,5e5957,flatland,grasslands,continental,fangaulan_pantheon,binwarji,wheat,,L22,"L22,S99",5812
africa,fangaula_superregion,janama_region,sitane_kogojida_area,saya_bugu,land,saya_bugu,8ec6c8,flatland,grasslands,continental,fangaulan_pantheon,tamajoba,fish,0.25,L22,"L22,L21",5809
africa,fangaula_superregion,dao_nako_region,bernalia_area,sant_bernal,land,sant_bernal,36674e,flatland,grasslands,continental,,,unknown,0.25,,,5807
africa,fangaula_superregion,dao_nako_region,grahamia_area,ganimeor,land,ganimeor,0634ce,flatland,grasslands,continental,,,unknown,0.25,,,5806
africa,fangaula_superregion,dao_nako_region,grahamia_area,grahams_landing,land,grahams_landing,95eae0,flatland,grasslands,continental,,,unknown,0.25,,,5776
africa,fangaula_superregion,dao_nako_region,dao_nako_coast_area,crovanspier,land,crovanspier,d50177,flatland,grasslands,continental,,,unknown,0.25,,,5777
africa,fangaula_superregion,dao_nako_region,dao_nako_coast_area,fort_whittington,land,fort_whittington,5f5216,flatland,grasslands,continental,,,unknown,0.25,,,5775
africa,fangaula_superregion,dao_nako_region,kunolo_area,tiboktsamo,land,tiboktsamo,563e68,flatland,grasslands,continental,nakavy_avo,amezatany,incense,0.25,L53,L53,5714
africa,fangaula_superregion,kubaci_region,kumsdat_area,prazz,land,prazz,3b77a7,flatland,grasslands,continental,fangaulan_pantheon,mantimatu,unknown,,L02,L02,5682
africa,fangaula_superregion,janama_region,baghan_area,anbennar6302,land,anbennar6302,74b9e7,flatland,grasslands,continental,fangaulan_pantheon,binwarji,wheat,,L22,L22,6302
africa,fangaula_superregion,janama_region,xoruku_xugu_area,anbennar6303,land,anbennar6303,63e9dc,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,wool,,F69,F69,6303
africa,fangaula_superregion,kubaci_region,franxhaz_area,duga_jigin,land,duga_jigin,3a4f56,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,wool,,F69,F69,6304
africa,fangaula_superregion,kubaci_region,kaino_binni_area,anbennar6305,land,anbennar6305,b97465,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,ivory,,S94,S94,6305
africa,fangaula_superregion,kubaci_region,fanghasba_area,ntilen_sogo,land,ntilen_sogo,2b0916,flatland,grasslands,continental,xhazobkult,windhowler_gnoll,livestock,,F69,"F69,Q02",6306
africa,fangaula_superregion,kubaci_region,misinson_area,anbennar6307,land,anbennar6307,5b6e79,flatland,grasslands,continental,fangaulan_pantheon,ndurubu,unknown,,L16,L16,6307
africa,fangaula_superregion,dao_nako_region,negetu_area,anbennar6308,land,anbennar6308,9acec7,flatland,grasslands,continental,fangaulan_pantheon,kaino,iron,,L14,L14,6308
