capital_continent,capital_superregion,tag,name,capital,court_language,culture_definition,religion_definition,accepted_cultures,tolerated_cultures,templates,color
africa,bulwar_superregion,F41,Zanbar,zanbar,zanite_dialect,zanite,bulwari_sun_cult,,,,"(26, 192, 251)"
africa,bulwar_superregion,F42,Varamhar,traz_buranun,sun_elf_dialect,sun_elf,bulwari_sun_cult,,,,"(2, 56, 169)"
africa,bulwar_superregion,F43,Zansap,zansap,sadnatu_dialect,sadnatu,bulwari_sun_cult,,,,"(87, 177, 200)"
africa,bulwar_superregion,F44,Kalib,kalib,zanite_dialect,zanite,bulwari_sun_cult,,,,"(145, 67, 22)"
africa,bulwar_superregion,F45,Hasr,hasr,surani_dialect,surani,bulwari_sun_cult,,,,"(55, 77, 245)"
africa,bulwar_superregion,F46,Jaddari,ebbusubtu,desert_elf_dialect,desert_elf,the_jadd,,,,"(241, 135, 50)"
serpentspine,west_serpentspine_superregion,F47,Verkal Gulan,verkal_gulan,gold_dwarf_dialect,gold_dwarf,ancestor_worship,,,,"(255, 198, 0)"
africa,bulwar_superregion,F48,Siadan,siadunaiun,siadunan_harpy_dialect,siadunan_harpy,the_hunt,,,,"(173, 228, 219)"
africa,bulwar_superregion,F49,Elaienna,larfira,siadunan_harpy_dialect,siadunan_harpy,the_jadd,,,,"(253, 249, 80)"
africa,bulwar_superregion,F50,Mulen,mermigan,siadunan_harpy_dialect,siadunan_harpy,the_hunt,,,,"(217, 147, 125)"
africa,bulwar_superregion,F51,Jadd Empire,ebbusubtu,desert_elf_dialect,desert_elf,the_jadd,,,,"(241, 135, 50)"
africa,bulwar_superregion,F52,Surakes,bulwar,zanite_dialect,zanite,old_bulwari_sun_cult,,,,"(213, 106, 98)"
africa,bulwar_superregion,F53,Musaskalam,bulwar,zanite_dialect,zanite,old_bulwari_sun_cult,,,,"(49, 57, 97)"
africa,bulwar_superregion,F54,Koggraffa,azka-szel-udam,fieldstalker_gnoll_dialect,fieldstalker_gnoll,xhazobkult,,,,"(178, 108, 54)"
africa,south_salahad_superregion,F55,Kogzalla,kogzalla,fieldstalker_gnoll_dialect,fieldstalker_gnoll,xhazobkult,,,,"(130, 35, 20)"
africa,bulwar_superregion,F56,Dasmatus,dasmatus,maqeti_dialect,maqeti,old_bulwari_sun_cult,,,,"(190, 190, 50)"
africa,north_salahad_superregion,F57,Khasa,khasa,khasani_dialect,khasani,mother_akasik,,,,"(90, 135, 65)"
africa,north_salahad_superregion,F58,Akasik,khasa,khasani_dialect,khasani,mother_akasik,,,,"(200, 60, 20)"
africa,tanib_dajek_superregion,F60,Samsumbat,samsumbat,tijarikheti_dialect,tijarikheti,nirakhetist,,,,"(220, 0, 20)"
africa,tanib_dajek_superregion,F61,Muhaqaar,muhaqaar,tijarikheti_dialect,tijarikheti,elikhetist,,,,"(186, 89, 157)"
africa,tanib_dajek_superregion,F62,Duwarkani,duwarkani,tijarikheti_dialect,tijarikheti,nirakhetist,,,,"(0, 153, 0)"
africa,tanib_dajek_superregion,F63,Aramoole,aramoole,tijarikheti_dialect,tijarikheti,aakhetist,,,,"(178, 194, 162)"
africa,tanib_dajek_superregion,F64,Prakheta,samsumbat,tijarikheti_dialect,tijarikheti,elikhetist,,,,"(97, 51, 51)"
africa,fangaula_superregion,F65,Tzilekal,zitan_tomon,windhowler_gnoll_dialect,windhowler_gnoll,xhazobkult,,,,"(5, 115, 25)"
africa,north_salahad_superregion,F66,Konolkhatep,kheterat,sorrowmane_gnoll_dialect,sorrowmane_gnoll,elikhetist,,,,"(120, 10, 10)"
,,F67,Zinhakan,,seascourge_gnoll_dialect,seascourge_gnoll,xhazobkult,,,,"(34, 173, 146)"
africa,south_salahad_superregion,F68,Rombeni,pyazada,echenka_dialect,echenka,shadow_pact,,,,"(45, 22, 80)"
africa,fangaula_superregion,F69,Irkorzik,zirrbit,windhowler_gnoll_dialect,windhowler_gnoll,kvangahga,,,,"(89, 73, 29)"
africa,tanib_dajek_superregion,F70,Mattabo,mattabo,irsmahapan_dialect,irsmahapan,aakhetist,,,,"(0, 130, 150)"
africa,south_salahad_superregion,F71,Rakkaz,akaz_rakkaz,fieldstalker_gnoll_dialect,fieldstalker_gnoll,xhazobkult,,,,"(150, 90, 0)"
africa,south_salahad_superregion,F72,Haraagtseda,anbennar5442,fieldstalker_gnoll_dialect,fieldstalker_gnoll,kvangahga,,,,"(160, 110, 110)"
africa,fangaula_superregion,F73,Mokatanga,zitan_tomon,binwarji_dialect,binwarji,fangaulan_pantheon,,,,"(90, 100, 45)"
africa,bulwar_superregion,F74,Anzarzax,anzarzax,brasanni_dialect,brasanni,bulwari_sun_cult,,,,"(255, 255, 155)"
africa,bulwar_superregion,F75,Avamezan,traz_avamezan,zanite_dialect,zanite,bulwari_sun_cult,,,,"(171, 54, 87)"
africa,bulwar_superregion,F76,Medurubar,medurubar,brasanni_dialect,brasanni,bulwari_sun_cult,,,,"(0, 85, 100)"
africa,bulwar_superregion,F77,Kuzaram,kuztanuz,kuzarami_dialect,kuzarami,bulwari_sun_cult,,,,"(80, 100, 100)"
africa,bulwar_superregion,F78,The Overclan,aqatbar,exodus_goblin_dialect,exodus_goblin,goblinic_shamanism,,,,"(100, 100, 200)"
africa,bulwar_superregion,F79,Sihrusam,ardumu,masnsih_dialect,masnsih,the_jadd,,,,"(194, 182, 105)"
africa,bulwar_superregion,F80,Nansalen,vainviria,firanyan_harpy_dialect,firanyan_harpy,bulwari_sun_cult,,,,"(143, 176, 234)"
africa,bulwar_superregion,F81,Hytiranyalen,hydiranyalen,firanyan_harpy_dialect,firanyan_harpy,the_hunt,,,,"(65, 0, 86)"
africa,bulwar_superregion,F82,Firanyalen,firanyalen,firanyan_harpy_dialect,firanyan_harpy,the_hunt,,,,"(50, 100, 30)"
africa,bulwar_superregion,F83,Setadazar,setadazar,sun_elf_dialect,sun_elf,bulwari_sun_cult,,,,"(15, 190, 160)"
africa,bulwar_superregion,F84,Kinvefirel,eduz-szel-ninezim,sun_elf_dialect,sun_elf,bulwari_sun_cult,,,,"(100, 25, 255)"
africa,bulwar_superregion,F85,Annail,anbennar6761,brasanni_dialect,brasanni,bulwari_sun_cult,,,,"(237, 31, 61)"
africa,bulwar_superregion,F86,Krahahga,krahs_way,sandfang_gnoll_dialect,sandfang_gnoll,xhazobkult,,,,"(244, 255, 244)"
africa,bulwar_superregion,F87,Panuses,panubar,surani_dialect,surani,bulwari_sun_cult,,,,"(255, 63, 111)"
africa,bulwar_superregion,F88,Lawassar,lawassar,gelkar_dialect,gelkar,bulwari_sun_cult,,,,"(48, 54, 152)"
africa,bulwar_superregion,F89,Arkasul,arkasul,gelkar_dialect,gelkar,bulwari_sun_cult,,,,"(102, 25, 12)"
africa,bulwar_superregion,F90,Misarallen,misarallen,firanyan_harpy_dialect,firanyan_harpy,the_hunt,,,,"(240, 80, 45)"
africa,bulwar_superregion,F91,Jixobix,sad_uras,sandfang_gnoll_dialect,sandfang_gnoll,xhazobkult,,,,"(176, 101, 0)"
africa,bulwar_superregion,F92,Taladzan,xharnax,sandfang_gnoll_dialect,sandfang_gnoll,the_jadd,,,,"(255, 168, 54)"
africa,bulwar_superregion,F93,Arrtukerr,daqalm,sandfang_gnoll_dialect,sandfang_gnoll,xhazobkult,,,,"(202, 52, 51)"
africa,bulwar_superregion,F94,Zhavekal,kesudagka,sandfang_gnoll_dialect,sandfang_gnoll,old_bulwari_sun_cult,,,,"(98, 152, 136)"
africa,bulwar_superregion,F95,Iskurthid,sad_sur,sadnatu_dialect,sadnatu,bulwari_sun_cult,,,,"(52, 87, 213)"
africa,bulwar_superregion,F96,Xhurekal,sareyand,suncrown_gnoll_dialect,suncrown_gnoll,the_jadd,,,,"(168, 0, 55)"
africa,bulwar_superregion,F97,Bastard Empire,bulwar,sun_elf_dialect,sun_elf,bulwari_sun_cult,,,,"(172, 39, 60)"
africa,bulwar_superregion,F98,Harpylen,heunthume,firanyan_harpy_dialect,firanyan_harpy,the_hunt,,,,"(200, 169, 168)"
africa,bulwar_superregion,F99,Jadd Civil War,ebbusubtu,desert_elf_dialect,desert_elf,the_jadd,,,,"(172, 30, 11)"
south_america,taychend_superregion,G00,Ameion Civil War,nakar_mlerek,not found_dialect,testorian_culture,kheionism,,,,"(172, 40, 31)"
north_america,ruin_proper_superregion,G01,Boek,boektaraw,boek_dialect,boek,dotimism,,,,"(100, 100, 255)"
north_america,torn_gates_superregion,G02,Mayte,icetca_iliztli,mayte_dialect,mayte,kalun_masks,,,,"(65, 19, 40)"
north_america,torn_gates_superregion,G03,Kooras,kooras,kooras_dialect,kooras,jaakaiin,,,,"(58, 89, 94)"
north_america,ruin_proper_superregion,G04,Yanek,yanekin,boek_dialect,boek,dotimism,,,,"(55, 113, 227)"
north_america,ruin_proper_superregion,G05,Kwineh,kwinehkost,kwineh_dialect,kwineh,weeping_mother,,,,"(190, 99, 99)"
north_america,ruin_proper_superregion,G06,Cheshoshoanta,cheshoshtchuka,cheshoshi_dialect,cheshoshi,death_cult_of_cheshosh,,,,"(99, 99, 99)"
north_america,ruin_proper_superregion,G07,Dokanto,shofashok,cheshoshi_dialect,cheshoshi,death_cult_of_cheshosh,,,,"(82, 65, 145)"
north_america,ruin_proper_superregion,G08,Shofa,greywood_creek,cheshoshi_dialect,cheshoshi,death_cult_of_cheshosh,,,,"(154, 172, 72)"
north_america,ruin_proper_superregion,G09,Soru,ruby_drop,cheshoshi_dialect,cheshoshi,death_cult_of_cheshosh,,,,"(190, 99, 99)"
south_america,effelai_superregion,G15,Sel'parura,chimenhiti,parura_dialect,parura,chahinanito,,,,"(173, 215, 247)"
south_america,effelai_superregion,G16,Aen Saldayno,valleypass,soruinic_dialect,soruinic,senanset,,,,"(122, 82, 114)"
south_america,effelai_superregion,G17,XotiGuao,aoaooron,effe_dialect,effe,tswohvwohii,,,,"(137, 135, 123)"
south_america,effelai_superregion,G18,Kamaraka,oonoro,laii_dialect,laii,tswohvwohii,,,,"(234, 192, 0)"
south_america,effelai_superregion,G19,Ingani,tsiivoiadbru,thamvoii_dialect,thamvoii,tswohvwohii,,,,"(10, 107, 34)"
south_america,effelai_superregion,G20,Araya,chimenhiti,parura_dialect,parura,chahinanito,,,,"(50, 161, 122)"
north_america,ynn_superregion,G21,Pomvasonn,pomvasonn,rzentur_dialect,rzentur,drozma_tur,,,,"(21, 149, 9)"
north_america,ynn_superregion,G22,Svemel,svemel,rzentur_dialect,rzentur,drozma_tur,,,,"(109, 127, 29)"
north_america,ynn_superregion,G23,Juzondezan,ynn_urthid,rzentur_dialect,rzentur,drozma_tur,,,,"(113, 22, 126)"
north_america,ynn_superregion,G24,Gomosengha,gomosengha,rzentur_dialect,rzentur,drozma_tur,,,,"(195, 207, 201)"
north_america,ynn_superregion,G25,Stantirshalas,stantirshalas,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(213, 132, 33)"
north_america,ynn_superregion,G26,Amacimst,amacimst,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(220, 18, 245)"
north_america,ynn_superregion,G27,Brelar,brelar,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(77, 77, 65)"
north_america,ynn_superregion,G28,Grebniesth,grebniesth,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(234, 208, 227)"
north_america,ynn_superregion,G29,Drevkenuc,drevkenuc,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(144, 77, 19)"
north_america,ynn_superregion,G30,Mocvare,mocvare,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(18, 128, 224)"
north_america,ynn_superregion,G31,Vareynn,vareynn,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(238, 223, 54)"
north_america,ynn_superregion,G32,Malacnar,malacnar,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(183, 26, 46)"
north_america,ynn_superregion,G33,Bosancovac,bosancovac,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(48, 62, 124)"
north_america,ynn_superregion,G34,Arganjuzorn,arganjuzorn,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(99, 147, 104)"
north_america,ynn_superregion,G35,Arverynn,arverynn,sarda_dialect,sarda,ynn_river_worship,,,,"(38, 115, 85)"
north_america,ynn_superregion,G36,Trompolere,trompolere,sarda_dialect,sarda,ynn_river_worship,,,,"(94, 29, 246)"
north_america,ynn_superregion,G37,Fadhevych,fadhevych,sarda_dialect,sarda,ynn_river_worship,,,,"(184, 49, 120)"
north_america,ynn_superregion,G38,Vels Fadhecai,vels_fadhecai,sarda_dialect,sarda,ynn_river_worship,,,,"(181, 90, 237)"
north_america,ynn_superregion,G39,Adbrabohvi,adbrabohvi,sarda_dialect,sarda,ynn_river_worship,,,,"(139, 172, 212)"
north_america,ruin_proper_superregion,G40,Tehanek,tehaneksom,boek_dialect,boek,dotimism,,,,"(156, 67, 243)"
north_america,ruin_proper_superregion,G41,Jayek,jayekmoot,boek_dialect,boek,dotimism,,,,"(193, 174, 202)"
north_america,ruin_proper_superregion,G42,Inek,inekshut,boek_dialect,boek,dotimism,,,,"(6, 33, 76)"
north_america,torn_gates_superregion,G43,Haraf,nani_kinn,harafe_dialect,harafe,dai_nadeilhil,,,,"(160, 128, 122)"
north_america,torn_gates_superregion,G44,Leptone,lepkaoo,kooras_dialect,kooras,jaakaiin,,,,"(255, 255, 153)"
north_america,torn_gates_superregion,G45,Benter,benter_yolli,mayte_dialect,mayte,kalun_masks,,,,"(108, 35, 188)"
south_america,kheionai_superregion,G46,Degakheion,degakheion,degabhen_dialect,degabhen,kheionism,,,,"(225, 40, 88)"
south_america,kheionai_superregion,G47,Oktikheion,oktikheion,oktibhen_dialect,oktibhen,kheionism,,,,"(49, 163, 38)"
south_america,kheionai_superregion,G48,Kherka,kherka,kherkabhen_dialect,kherkabhen,kheionism,,,,"(205, 205, 205)"
south_america,kheionai_superregion,G49,Lokemeion,lokemeion,lokebhen_dialect,lokebhen,kheionism,,,,"(19, 40, 36)"
south_america,kheionai_superregion,G50,Ormam,ormam,ormabhen_dialect,ormabhen,kheionism,,,,"(33, 181, 150)"
south_america,kheionai_superregion,G51,Arpedifer,arpedifer,arpebhen_dialect,arpebhen,kheionism,,,,"(40, 228, 237)"
south_america,kheionai_superregion,G52,Ameion,ameion,ambhen_dialect,ambhen,kheionism,,,,"(4, 18, 225)"
south_america,kheionai_superregion,G53,Empkeios,empkeios,arpebhen_dialect,arpebhen,kheionism,,,,"(12, 160, 228)"
south_america,kheionai_superregion,G54,Besolaki,besolaki,lokebhen_dialect,lokebhen,kheionism,,,,"(190, 22, 247)"
south_america,kheionai_superregion,G55,Eneion,eneion,degabhen_dialect,degabhen,kheionism,,,,"(129, 24, 94)"
south_america,kheionai_superregion,G56,Deyeion,deyeion,degabhen_dialect,degabhen,kheionism,,,,"(217, 113, 82)"
south_america,kheionai_superregion,G57,Apikhoxi,apikhoxi,ormabhen_dialect,ormabhen,kheionism,,,,"(68, 5, 16)"
south_america,kheionai_superregion,G58,Keyolion,keyolion,oktibhen_dialect,oktibhen,kheionism,,,,"(117, 149, 237)"
south_america,kheionai_superregion,G59,Anisikheion,anisikheion,kherkabhen_dialect,kherkabhen,kheionism,,,,"(125, 129, 88)"
south_america,kheionai_superregion,G60,Eltikan,tirberana,eltibhar_dialect,eltibhar,gotiriei,,,,"(161, 156, 76)"
south_america,kheionai_superregion,G61,Kimanis,kimanis,kimabhen_dialect,kimabhen,kheionism,,,,"(59, 30, 88)"
south_america,kheionai_superregion,G62,Amgremos,amgremos,kimabhen_dialect,kimabhen,kheionism,,,,"(159, 130, 188)"
south_america,kheionai_superregion,G63,Mteibhara,mzhaara,mteibhar_dialect,mteibhar,mazhthramazh,,,,"(181, 201, 225)"
south_america,taychend_superregion,G64,Larankar,urvand,larankarha_dialect,larankarha,gods_of_the_taychend,,,,"(180, 117, 63)"
south_america,taychend_superregion,G65,Sedregenhi,genhi_varamesh,advakhalla_dialect,advakhalla,gods_of_the_taychend,,,,"(255, 127, 49)"
south_america,taychend_superregion,G66,Clematar,clematar,larankarha_dialect,larankarha,gods_of_the_taychend,,,,"(115, 207, 251)"
south_america,taychend_superregion,G67,Royakottar,royakottar,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(216, 85, 67)"
south_america,taychend_superregion,G68,Nakar Mlerek,nakar_mlerek,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(245, 224, 202)"
south_america,taychend_superregion,G69,Nakar Kilaiek,nakar_kilaiek,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(45, 24, 2)"
south_america,taychend_superregion,G70,Nakar Kriadvai,nakar_kriadvai,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(112, 78, 100)"
south_america,taychend_superregion,G71,Orenkoraim,palaya_orenkoraim,kalavendhi_dialect,kalavendhi,gods_of_the_taychend,,,,"(24, 206, 183)"
south_america,taychend_superregion,G72,Enlarmai,enlarmai,larankarha_dialect,larankarha,gods_of_the_taychend,,,,"(169, 36, 47)"
south_america,taychend_superregion,G73,Ahartadyam,larmaipalna,advakhalla_dialect,advakhalla,gods_of_the_taychend,,,,"(111, 39, 30)"
south_america,taychend_superregion,G74,Gophira,gophira,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(100, 100, 100)"
south_america,taychend_superregion,G75,Sibisimra,sibisimra,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(53, 233, 53)"
south_america,taychend_superregion,G76,Tirsin,tirsin,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(76, 153, 217)"
south_america,taychend_superregion,G77,Marhed Rayodana,marhed_rayodana,yodhanpir_dialect,yodhanpir,gods_of_the_taychend,,,,"(173, 191, 98)"
south_america,taychend_superregion,G78,Ethanamara,ethanan,advakhalla_dialect,advakhalla,gods_of_the_taychend,,,,"(197, 157, 152)"
south_america,taychend_superregion,G79,Vuls Tenvach,vuls_tenvach,thekvrystana_dialect,thekvrystana,gods_of_the_taychend,,,,"(107, 110, 226)"
south_america,taychend_superregion,G80,Imarchend,imarchend,thekvrystana_dialect,thekvrystana,gods_of_the_taychend,,,,"(140, 134, 14)"
south_america,taychend_superregion,G81,Sthanan ith Vussam,sthanan_ith_vussam,thekvrystana_dialect,thekvrystana,gods_of_the_taychend,,,,"(123, 30, 224)"
south_america,taychend_superregion,G82,Nagar Vyechei,nagar_vyechei,thekvrystana_dialect,thekvrystana,gods_of_the_taychend,,,,"(54, 42, 39)"
south_america,taychend_superregion,G83,Korrimutren,korrimutren,thekvrystana_dialect,thekvrystana,gods_of_the_taychend,,,,"(24, 27, 48)"
north_america,ynn_superregion,G84,Vels Bacar,vels_bacar,sarda_dialect,sarda,ynn_river_worship,,,,"(101, 238, 221)"
north_america,ynn_superregion,G85,Thromshana,thromshana,sarda_dialect,sarda,ynn_river_worship,,,,"(212, 238, 89)"
north_america,ynn_superregion,G86,Stanyrhrada,stanyrhrada,sarda_dialect,sarda,ynn_river_worship,,,,"(0, 84, 43)"
south_america,torn_gates_superregion,G87,Chaqway,bani,banche_dialect,banche,rioqay_diu,,,,"(62, 80, 88)"
south_america,torn_gates_superregion,G88,Arapache,rungan,chamullach_dialect,chamullach,rioqay_diu,,,,"(94, 110, 100)"
south_america,torn_gates_superregion,G89,Imeqitahp,dalcamguin,chaqanel_dialect,chaqanel,rioqay_diu,,,,"(75, 62, 30)"
south_america,ruin_proper_superregion,G90,Asraport,gate_islands,silver_dwarf_dialect,silver_dwarf,regent_court,,,,"(243, 120, 28)"
north_america,ruin_proper_superregion,G91,Isobelin,isobel_island,roilsardi_dialect,roilsardi,regent_court,,,,"(98, 52, 54)"
south_america,ruin_proper_superregion,G92,Saamirses,saamiribar,zanite_dialect,zanite,bulwari_sun_cult,,,,"(213, 98, 157)"
south_america,ruin_proper_superregion,G93,Mykx,madarr,ruinscourge_gnoll_dialect,ruinscourge_gnoll,xhazobkult,,,,"(74, 58, 130)"
north_america,ynn_superregion,G94,Argezvale,neyholar,stone_dwarf_dialect,stone_dwarf,regent_court,,,,"(177, 177, 200)"
north_america,ruin_proper_superregion,G95,Marlliande,marlliande,arannese_dialect,arannese,regent_court,,,,"(31, 49, 238)"
north_america,ruin_proper_superregion,G96,Thilvis,thilvis,visfoot_halfling_dialect,visfoot_halfling,regent_court,,,,"(178, 178, 178)"
south_america,torn_gates_superregion,G97,Vanbury Guild,ricardsport,esmari_dialect,esmari,regent_court,,,,"(117, 134, 143)"
south_america,ruin_proper_superregion,G98,Calasanni Trading Company,new_calas,arbarani_dialect,arbarani,regent_court,,,,"(35, 100, 65)"
north_america,ruin_proper_superregion,G99,Deranne Trade Company,cas_colunn,derannic_dialect,derannic,regent_court,,,,"(130, 27, 186)"
south_america,kheionai_superregion,H00,Saerraeg,budar_gaednae,chendhyan_dialect,chendhyan,askaeorg,,,,"(255, 203, 69)"
north_america,eordand_superregion,H01,Arakeprun,arakeprun,selphereg_dialect,selphereg,spring_court,,,,"(112, 11, 187)"
north_america,eordand_superregion,H02,Murdkather,murdkather,caamas_dialect,caamas,summer_court,,,,"(11, 187, 128)"
north_america,eordand_superregion,H03,Dearktir,dearktir,caamas_dialect,caamas,summer_court,,,,"(222, 65, 208)"
north_america,eordand_superregion,H04,Elchos,elchos,selphereg_dialect,selphereg,spring_court,,,,"(110, 229, 214)"
north_america,eordand_superregion,H05,Kairncal,kairncal,selphereg_dialect,selphereg,spring_court,,,,"(133, 13, 7)"
north_america,eordand_superregion,H06,Sidpar,sidpar,peitar_dialect,peitar,eordellon,,,,"(18, 166, 3)"
north_america,eordand_superregion,H07,Bagcatir,bagcatir,caamas_dialect,caamas,summer_court,,,,"(251, 255, 227)"
north_america,eordand_superregion,H08,Pelomar,pelodard,peitar_dialect,peitar,eordellon,,,,"(233, 154, 64)"
north_america,eordand_superregion,H09,Iadth,dorcurt,peitar_dialect,peitar,eordellon,,,,"(86, 110, 30)"
north_america,eordand_superregion,H10,Einnsag,einnsag,tuathak_dialect,tuathak,autumn_court,,,,"(22, 105, 163)"
north_america,eordand_superregion,H11,Sglard,clafaidh,tuathak_dialect,tuathak,autumn_court,,,,"(236, 225, 166)"
north_america,eordand_superregion,H12,Raithtall,raithtall,tuathak_dialect,tuathak,autumn_court,,,,"(13, 109, 42)"
north_america,eordand_superregion,H13,Jhorgashirr,jhorgashirr,tuathak_dialect,tuathak,autumn_court,,,,"(105, 94, 138)"
north_america,eordand_superregion,H14,Eighard,darblath,tuathak_dialect,tuathak,autumn_court,,,,"(81, 111, 128)"
north_america,eordand_superregion,H15,Slegcal,slegcal,tuathak_dialect,tuathak,autumn_court,,,,"(229, 187, 211)"
north_america,eordand_superregion,H16,Gemradcurt,gemradcurt,snecboth_dialect,snecboth,winter_court,,,,"(238, 238, 238)"
north_america,eordand_superregion,H17,Reotcrab,marathmas,snecboth_dialect,snecboth,winter_court,,,,"(130, 209, 198)"
north_america,eordand_superregion,H18,Gelcolle,gelcolle,snecboth_dialect,snecboth,winter_court,,,,"(145, 169, 123)"
north_america,eordand_superregion,H19,Strutmar,dungat,peitar_dialect,peitar,eordellon,,,,"(147, 123, 169)"
north_america,eordand_superregion,H20,Trimgarb,trimgarb,peitar_dialect,peitar,eordellon,,,,"(187, 211, 229)"
,,H21,Eordand,,peitar_dialect,peitar,eordellon,,,,"(212, 175, 55)"
,,H22,Kheios,,,,,,,,"(60, 120, 180)"
south_america,kheionai_superregion,H23,Kaeorg,bulkalyn,chendhyan_dialect,chendhyan,askaeorg,,,,"(132, 190, 215)"
north_america,ynn_superregion,H24,Dragon Dominion,svemel,rzentur_dialect,rzentur,drozma_tur,,,,"(0, 88, 0)"
north_america,ynn_superregion,H25,Stenurynn,stenurynn,sarda_dialect,sarda,ynn_river_worship,,,,"(237, 237, 237)"
north_america,ynn_superregion,H26,Vels Domfan,vels_domfan,sarda_dialect,sarda,ynn_river_worship,,,,"(145, 193, 122)"
,,H27,Ynnic Empire,,dolindhan_dialect,dolindhan,ynn_river_worship,,,,"(173, 27, 5)"
south_america,kheionai_superregion,H28,Durasyar,nyguylai,chendhyan_dialect,chendhyan,askaeorg,,,,"(127, 151, 75)"
south_america,kheionai_superregion,H29,Tsidarok,donniraden,chendhyan_dialect,chendhyan,askaeorg,,,,"(255, 170, 30)"
north_america,torn_gates_superregion,H30,Gommoport,tolalkal,cliff_gnome_dialect,cliff_gnome,the_thought,,,,"(245, 217, 233)"
north_america,torn_gates_superregion,H31,Zurzumexia,leembalkal,bluescale_kobold_dialect,bluescale_kobold,the_thought,,,,"(174, 181, 189)"
north_america,torn_gates_superregion,H32,Mestikardu,kiluiolob,city_goblin_dialect,city_goblin,the_thought,,,,"(125, 250, 185)"
north_america,ruin_proper_superregion,H33,Cestirmark,cestirmark,east_damerian_dialect,east_damerian,regent_court,,,,"(38, 34, 128)"
north_america,ynn_superregion,H34,Ebenmas,wunasdahna,low_lorentish_dialect,low_lorentish,regent_court,,,,"(170, 143, 131)"
north_america,ynn_superregion,H35,Corinsfield,tuznviar,castellyrian_dialect,castellyrian,corinite,,,,"(233, 122, 86)"
north_america,ruin_proper_superregion,H36,Valorpoint,armocsport,vernman_dialect,vernman,regent_court,,,,"(246, 54, 77)"
north_america,broken_lands_superregion,H37,Themaria,trithemar,esmari_dialect,esmari,regent_court,,,,"(182, 210, 232)"
north_america,ruin_proper_superregion,H38,Zanlib,zankumar,bahari_dialect,bahari,old_bulwari_sun_cult,,,,"(167, 98, 117)"
south_america,effelai_superregion,H39,Ozgarom,hidden_hills,green_orc_dialect,green_orc,bulgu_orazan,,,,"(78, 180, 20)"
north_america,ruin_proper_superregion,H40,Sornic Sons,abhenn,sorncosti_dialect,sorncosti,regent_court,,,,"(130, 60, 108)"
north_america,ruin_proper_superregion,H41,Sornicande,abhenn,sorncosti_dialect,sorncosti,regent_court,,,,"(130, 60, 108)"
north_america,ruin_proper_superregion,H42,Onyx Legion,shofashok,corvurian_dialect,corvurian,regent_court,,,,"(33, 33, 33)"
north_america,ruin_proper_superregion,H43,Neratica,shofashok,corvurian_dialect,corvurian,regent_court,,,,"(33, 33, 33)"
north_america,ynn_superregion,H44,Shining Circle,cathfei,crownsman_dialect,crownsman,regent_court,,,,"(225, 205, 107)"
north_america,ynn_superregion,H45,Beggaston,neypasu,steadsman_dialect,steadsman,regent_court,,,,"(225, 205, 107)"
north_america,ynn_superregion,H46,Istralorian Crusaders,stayagozhar,east_damerian_dialect,east_damerian,corinite,,,,"(148, 201, 177)"
north_america,ynn_superregion,H47,Istranar,svemel,istranari_dialect,istranari,corinite,,,,"(148, 201, 177)"
north_america,ynn_superregion,H48,Menibor Free Company,esimoy,vernman_dialect,vernman,corinite,,,,"(230, 209, 49)"
north_america,ynn_superregion,H49,Tiru Moine,esimoy,steadsman_dialect,steadsman,corinite,,,,"(230, 209, 49)"
north_america,broken_lands_superregion,H50,Varbuks Freemen,bekhet,half_orc_dialect,half_orc,regent_court,,,,"(66, 245, 200)"
north_america,broken_lands_superregion,H51,Freemarches,bekhet,half_orc_dialect,half_orc,regent_court,,,,"(66, 245, 200)"
north_america,ynn_superregion,H52,House of Reflection,paihubi,moon_elf_dialect,moon_elf,elven_forebears,,,,"(129, 217, 235)"
north_america,ynn_superregion,H53,Elathael,paihubi,horizon_elf_dialect,horizon_elf,elven_forebears,,,,"(129, 217, 235)"
north_america,ynn_superregion,H54,Tipney Pioneers,arnulykair,redfoot_halfling_dialect,redfoot_halfling,regent_court,,,,"(209, 130, 203)"
north_america,ynn_superregion,H55,West Tipney,arnulykair,pipefoot_halfling_dialect,pipefoot_halfling,regent_court,,,,"(209, 130, 203)"
north_america,ynn_superregion,H56,Havoral Band,idsetdain,havoric_dialect,havoric,regent_court,,,,"(64, 111, 169)"
