tag_continent,tag_superregion,tag,character_tag,first_name,nickname,culture,religion,adm,dip,mil,birth_date,death_date,birth_place,ruler_traits,dynasty,female,ruler_term_start,ruler_term_end,regnal_number
africa,fangaula_superregion,F65,F65_ozyl,ozyl,,windhowler_gnoll,xhazobkult,16,96,64,1418.5.3,,zitan_tomon,,seeker-of-secrets,,1434.5.3,,
africa,fangaula_superregion,F69,F69_irkorzik,irkorzik,,windhowler_gnoll,kvangahga,32,64,48,1424.5.3,,zirrbit,,wind-of-the-desert,yes,1434.5.3,,
africa,tanib_dajek_superregion,F70,F70_bayek_1,bayek,,irsmahapan,aakhetist,32,16,80,1408.11.4,,mattabo,,khesen,,1430.6.29,,1.0
africa,south_salahad_superregion,F71,F71_rakkaz_2,rakkaz,,fieldstalker_gnoll,xhazobkult,64,16,48,1421.8.12,,akaz_rakkaz,,slayer-of-slayers,yes,1439.2.1,,2.0
africa,south_salahad_superregion,F72,F72_rozherg,rozherg,,fieldstalker_gnoll,kvangahga,64,32,80,1421.8.12,,anbennar5442,,hammer-of-kvanga,,1439.2.1,,
africa,bulwar_superregion,F80,F80_nynna_6,nynna,,firanyan_harpy,bulwari_sun_cult,48,32,64,1389.2.9,,vainviria,,nansau,yes,1396.8.4,,6.0
africa,bulwar_superregion,F81,F81_saero_1,saero,,firanyan_harpy,the_hunt,64,32,32,1418.7.31,,hydiranyalen,,hytiranyau,yes,1433.9.10,,1.0
africa,bulwar_superregion,F97,F97_jaherian_1,jaherian,,sun_elf,bulwari_sun_cult,96,96,96,791.1.1,1127.1.1,bulwar,,jahzuir,,1006.1.1,1127.1.1,1.0
africa,bulwar_superregion,F97,F97_jexis,jexis,,sun_elf,bulwari_sun_cult,32,32,80,1120.1.1,,bulwar,,jaherzuir,,1127.1.1,,
africa,bulwar_superregion,F99,F99_jaddar,jaddar,,desert_elf,the_jadd,48,96,80,1161.1.11,1400.1.1,ebbusubtu,,jexiszuir,,1310.2.1,1400.1.1,
africa,bulwar_superregion,F99,F99_liandiel,liandiel,,desert_elf,the_jadd,80,80,96,1322.3.31,,ebbusubtu,,szel-trasenarbu,yes,1400.1.1,,
south_america,taychend_superregion,G00,G00_kelindas,kelindas,,testorian_culture,kheionism,64,80,96,1526.3.9,,nakar_mlerek,,laskaris,,1564.1.8,,
north_america,ruin_proper_superregion,G01,G01_kalin'do,kalin'do,,boek,dotimism,64,80,32,1400.7.4,,boektaraw,,saiyiks,,1410.1.1,,
north_america,torn_gates_superregion,G02,G02_tlinxoqued,tlinxoqued,,mayte,kalun_masks,80,48,80,1358.6.18,,icetca_iliztli,,azaxatl,,1444.1.1,,
north_america,torn_gates_superregion,G03,G03_kilenchoom,kilenchoom,,kooras,jaakaiin,48,16,0,1407.2.08,,kooras,,tslakiirpaal,,1444.1.1,,
north_america,ruin_proper_superregion,G04,G04_kalin'do,kalin'do,,boek,dotimism,32,32,80,1420.7.4,,yanekin,,toshdak,,1443.1.1,,
north_america,ruin_proper_superregion,G05,G05_meyal'e,meyal'e,apolikaypel,kwineh,weeping_mother,64,64,16,1414.10.22,,kwinehkost,,unknown_dynasty,yes,1444.1.1,,
north_america,ruin_proper_superregion,G06,G06_err'ir,err'ir,,cheshoshi,death_cult_of_cheshosh,16,16,96,1403.9.3,,cheshoshtchuka,,nitikskiks,,1423.1.1,,
north_america,ruin_proper_superregion,G07,G07_elr,elr,,cheshoshi,death_cult_of_cheshosh,32,64,48,1406.4.1,,shofashok,,goiogouen,,1433.5.3,,
north_america,ruin_proper_superregion,G08,G08_uron,uron,,cheshoshi,death_cult_of_cheshosh,80,32,16,1418.10.2,,greywood_creek,,tegasoke,,1440.5.3,,
north_america,ruin_proper_superregion,G09,G09_alarenu,alarenu,,cheshoshi,death_cult_of_cheshosh,48,64,64,1402.8.2,,ruby_drop,,istsikaihan,,1440.1.24,,
north_america,ynn_superregion,G21,G21_shiran_1,shiran,,rzentur,drozma_tur,32,80,32,1391.07.21,,pomvasonn,,yen_vasonn,,1423.4.19,,1.0
north_america,ynn_superregion,G22,G22_galmon,galmon,iz_pomvasonn,rzentur,drozma_tur,32,80,0,1391.2.2,,svemel,,unknown_dynasty,,1400.1.1,,
north_america,ynn_superregion,G23,G23_gardevoj_2,gardevoj,,rzentur,drozma_tur,0,32,80,1403.01.22,,ynn_urthid,,vodynn,,1444.11.1,,2.0
north_america,ynn_superregion,G24,G24_lady-regent,lady-regent,imariel,rzentur,drozma_tur,80,80,16,1389.02.13,,gomosengha,,drozmanag,yes,1423.4.19,,
north_america,ynn_superregion,G25,G25_rolatan_1,rolatan,,dolindhan,ynn_river_worship,16,0,0,1377.12.20,1445.03.1,stantirshalas,,yen_stantir,,1444.11.1,1445.03.1,1.0
north_america,ynn_superregion,G26,G26_gelendirn,gelendirn,ii_'the_unready',dolindhan,ynn_river_worship,16,96,16,1390.11.1,1460.11.3,amacimst,,sivasred,,1404.11.1,1460.11.3,
north_america,ynn_superregion,G27,G27_kravendil,kravendil,,dolindhan,ynn_river_worship,64,32,0,1393.10.10,,brelar,,saskjaro,,1444.1.1,,
north_america,ynn_superregion,G28,G28_merija_1,merija,,dolindhan,ynn_river_worship,48,80,48,1425.6.5,,grebniesth,,yen_greb,yes,1444.11.1,,1.0
north_america,ynn_superregion,G29,G29_saria_1,saria,,dolindhan,ynn_river_worship,32,64,0,1424.11.21,,drevkenuc,,yen_drev,yes,1431.7.12,,1.0
north_america,ynn_superregion,G30,G30_pjodorn,pjodorn,ii_'the_good',dolindhan,ynn_river_worship,80,16,80,1403.1.1,1450.1.1,mocvare,,yen_ceped,,1423.1.1,1450.1.1,
north_america,ynn_superregion,G31,G31_kirjon_2,kirjon,,dolindhan,ynn_river_worship,64,64,80,1424.08.1,1450.01.1,vareynn,,rogavit,,1444.11.1,1450.01.1,2.0
north_america,ynn_superregion,G32,G32_alvarad,alvarad,'zabrmon',dolindhan,ynn_river_worship,48,80,80,1403.1.7,,malacnar,,yen_gala,,1438.7.20,,
north_america,ynn_superregion,G33,G33_morcu,morcu,,dolindhan,ynn_river_worship,48,48,48,1402.10.10,,bosancovac,,yen_gabhac,,1418.12.25,,
north_america,ynn_superregion,G34,G34_pavloqir_2,pavloqir,,dolindhan,ynn_river_worship,48,32,96,1411.11.11,1447.10.1,arganjuzorn,,uma-zomaj,,1444.11.1,1447.10.1,2.0
north_america,ynn_superregion,G35,G35_calrodiy_6,calrodiy,,sarda,ynn_river_worship,0,16,0,1372.1.1,1447.10.1,arverynn,,vyrekynn,,1386.11.1,1447.10.1,6.0
north_america,ynn_superregion,G36,G36_alaran_1,alaran,,sarda,ynn_river_worship,32,16,64,1427.3.7,1446.5.1,trompolere,,yen_cestor,,1443.3.7,1446.5.1,1.0
north_america,ynn_superregion,G37,G37_devynn_1,devynn,,sarda,ynn_river_worship,48,48,32,1386.3.6,1464.2.1,fadhevych,,hradavych,,1406.1.1,1464.2.1,1.0
north_america,ynn_superregion,G38,G38_celadil_1,celadil,,sarda,ynn_river_worship,80,48,48,1417.11.22,1500.01.1,vels_fadhecai,,konyrzab,,1444.11.1,1500.01.1,1.0
north_america,ynn_superregion,G39,G39_seronval,seronval,,sarda,ynn_river_worship,64,80,16,1384.02.17,1447.03.1,adbrabohvi,,belyr,,1444.11.1,1447.03.1,
north_america,ruin_proper_superregion,G40,G40_mith'le,mith'le,,boek,dotimism,64,32,16,1394.12.1,,tehaneksom,,emitahpahksaiyiks,yes,1430.1.1,,
north_america,ruin_proper_superregion,G41,G41_seron'ar,seron'ar,,boek,dotimism,48,64,16,1389.10.4,,jayekmoot,,siljay,,1426.6.3,,
north_america,ruin_proper_superregion,G42,G42_ele'il,ele'il,,boek,dotimism,64,16,96,1399.8.14,,inekshut,,inuksiks,,1430.1.1,,
north_america,torn_gates_superregion,G43,G43_da'kino,da'kino,,harafe,dai_nadeilhil,96,64,80,1420.07.25,,nani_kinn,,alas'gasidi,,1434.07.25,,
north_america,torn_gates_superregion,G44,G44_liirkaiin,liirkaiin,,kooras,jaakaiin,64,80,48,1392.4.02,,lepkaoo,,chuliik,yes,1444.1.1,,
north_america,torn_gates_superregion,G45,G45_etcoyexilco,etcoyexilco,,mayte,kalun_masks,32,64,0,1415.10.10,,benter_yolli,,totlecayotl,,1444.1.1,,
south_america,kheionai_superregion,G46,G46_eboris,eboris,,degabhen,kheionism,48,0,80,1401.6.5,,degakheion,,rhadinos,,1436.1.9,,
south_america,kheionai_superregion,G47,G47_kelodus,kelodus,,oktibhen,kheionism,32,96,64,1403.9.30,,oktikheion,,ekes,,1431.11.10,,
south_america,kheionai_superregion,G48,G48_vyranos,vyranos,,kherkabhen,kheionism,64,16,48,1383.4.29,,kherka,,artogenea,,1439.9.18,,
south_america,kheionai_superregion,G49,G49_urionis,urionis,,lokebhen,kheionism,80,32,64,1402.2.13,,lokemeion,,argyros,,1443.12.1,,
south_america,kheionai_superregion,G50,G50_airen,airen,,ormabhen,kheionism,48,64,32,1408.1.15,,ormam,,valanne,,1441.5.5,,
south_america,kheionai_superregion,G51,G51_zaleria,zaleria,'the_protector',arpebhen,kheionism,96,64,16,1388.04.21,,arpedifer,,rhangabe,yes,1431.8.09,,
south_america,kheionai_superregion,G52,G52_laskaris,laskaris,'the_conqueror',ambhen,kheionism,64,80,96,1399.3.9,,ameion,,unknown_dynasty,,1430.2.4,,
south_america,kheionai_superregion,G53,G53_thirendisus,thirendisus,,arpebhen,kheionism,64,64,16,1410.12.04,,empkeios,,jesimia,,1439.10.11,,
south_america,kheionai_superregion,G54,G54_leliatha,leliatha,,lokebhen,kheionism,80,16,32,1408.7.9,,besolaki,,elentios,yes,1439.3.5,,
south_america,kheionai_superregion,G55,G55_nesterus,nesterus,mouzalon,degabhen,kheionism,48,64,48,1402.3.16,,eneion,,unknown_dynasty,,1444.1.1,,
south_america,kheionai_superregion,G56,G56_elrianes,elrianes,,degabhen,kheionism,32,48,80,1407.6.28,,deyeion,,politarus,,1442.6.5,,
south_america,kheionai_superregion,G57,G57_vakeres,vakeres,,ormabhen,kheionism,96,48,16,1390.12.1,,apikhoxi,,hasogos,,1434.12.29,,
south_america,kheionai_superregion,G58,G58_selussa,selussa,,oktibhen,kheionism,48,48,48,1413.8.14,,keyolion,,delos,yes,1443.1.3,,
south_america,kheionai_superregion,G59,G59_ottolas,ottolas,kardanos,kherkabhen,kheionism,64,96,32,1414.9.14,,anisikheion,,unknown_dynasty,,1444.1.1,,
south_america,kheionai_superregion,G60,G60_aosiki,aosiki,`the_righteous_uniter`,eltibhar,gotiriei,48,64,80,1410.3.1,,tirberana,,iafas,,1444.1.1,,
south_america,kheionai_superregion,G62,G62_ivranes,ivranes,,kimabhen,kheionism,48,96,48,1392.1.07,,amgremos,,kantakuzenos,,1431.1.2,,
south_america,kheionai_superregion,G63,G63_zan,zan,,mteibhar,mazhthramazh,64,64,64,1423.4.4,,mzhaara,,zahrys,,1444.1.1,,
south_america,taychend_superregion,G64,G64_erankar,erankar,'the_defiant',larankarha,gods_of_the_taychend,80,48,96,1410.3.6,1476.9.4,urvand,,kaonrippavar,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G65,G65_abenharon_1,abenharon,,advakhalla,gods_of_the_taychend,64,48,32,1399.3.6,1476.9.4,genhi_varamesh,,sedrengha,,1444.1.1,1476.9.4,1.0
south_america,taychend_superregion,G66,G66_thalsury_6,thalsury,,larankarha,gods_of_the_taychend,48,64,16,1403.3.6,1476.9.4,clematar,,bahadur,,1444.1.1,1476.9.4,6.0
south_america,taychend_superregion,G67,G67_kalazhil,kalazhil,'bronzewing',yodhanpir,gods_of_the_taychend,64,64,80,1416.3.6,1476.9.4,royakottar,,rekkatemir,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G68,G68_elatam,elatam,,kalavendhi,gods_of_the_taychend,80,32,16,1409.3.6,1476.9.4,nakar_mlerek,,mudaliar,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G69,G69_darandar,darandar,,kalavendhi,gods_of_the_taychend,16,32,80,1419.3.6,1476.9.4,nakar_kilaiek,,mudaliar,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G70,G70_erannan,erannan,,kalavendhi,gods_of_the_taychend,48,80,32,1411.3.6,1476.9.4,nakar_kriadvai,,mudaliar,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G71,G71_aldatam_6,aldatam,,kalavendhi,gods_of_the_taychend,32,64,16,1408.11.21,,palaya_orenkoraim,,nayak,,1410.4.17,,6.0
south_america,taychend_superregion,G73,G73_dharan,dharan,'deathfist',advakhalla,gods_of_the_taychend,16,16,64,1413.3.6,1476.9.4,larmaipalna,,dyama,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G74,G74_harrihara_10,harrihara,,yodhanpir,gods_of_the_taychend,32,0,80,1421.7.11,1471.6.7,gophira,,sangamar,,1444.11.11,1471.6.7,10.0
south_america,taychend_superregion,G75,G75_teshalropan,teshalropan,,yodhanpir,gods_of_the_taychend,48,48,64,1423.3.6,1476.9.4,sibisimra,,kalnakatti,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G76,G76_adolhan,adolhan,,yodhanpir,gods_of_the_taychend,80,32,16,1410.3.6,1476.9.4,tirsin,,ummatur,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G77,G77_jahlor_3,jahlor,,yodhanpir,gods_of_the_taychend,80,16,32,1409.3.6,1476.9.4,marhed_rayodana,,camnava,,1444.1.1,1476.9.4,3.0
south_america,taychend_superregion,G78,G78_uenhila_2,uenhila,,advakhalla,gods_of_the_taychend,32,64,0,1425.3.6,1476.9.4,ethanan,,ethana,yes,1444.1.1,1476.9.4,2.0
south_america,taychend_superregion,G79,G79_finoratam,finoratam,,thekvrystana,gods_of_the_taychend,16,80,32,1401.3.6,1476.9.4,vuls_tenvach,,tailarudu,,1444.1.1,1476.9.4,
south_america,taychend_superregion,G80,G80_darakash_2,darakash,,thekvrystana,gods_of_the_taychend,0,16,0,1410.3.6,1476.9.4,imarchend,,uyasmar,,1444.1.1,1476.9.4,2.0
south_america,taychend_superregion,G81,G81_zaleriasha,zaleriasha,,yodhanpir,gods_of_the_taychend,64,32,32,1401.5.5,,sthanan_ith_vussam,,dumraktam,yes,1444.2.1,,
south_america,taychend_superregion,G82,G82_jahlonand,jahlonand,,thekvrystana,gods_of_the_taychend,32,80,16,1388.11.25,,nagar_vyechei,,gelmarathi,,1444.1.1,,
south_america,taychend_superregion,G83,G83_teshapin_3,teshapin,,thekvrystana,gods_of_the_taychend,32,64,16,1393.3.6,1476.9.4,korrimutren,,kartha,,1444.1.1,1476.9.4,3.0
north_america,ynn_superregion,G84,G84_artoray_1,artoray,,sarda,ynn_river_worship,16,80,80,1420.12.30,1447.10.1,vels_bacar,,yen_bacar,,1444.11.1,1447.10.1,1.0
north_america,ynn_superregion,G85,G85_liroy,liroy,,sarda,ynn_river_worship,64,48,64,1396.11.14,1470.07.11,thromshana,,arkansyn,,1444.11.1,1470.07.11,
north_america,ynn_superregion,G86,G86_tranvit_3,tranvit,,sarda,ynn_river_worship,80,48,32,1400.7.1,,stanyrhrada,,yen_stantir,,1444.1.1,,3.0
south_america,torn_gates_superregion,G87,G87_llaqaru,llaqaru,,banche,rioqay_diu,64,64,32,1413.1.1,,bani,,plainwalker,,1444.1.1,,
north_america,ynn_superregion,G94,G94_thinbur,thinbur,,stone_dwarf,regent_court,80,64,32,1361.1.1,1700.1.1,neyholar,,hammerbeard,,1381.1.1,1700.1.1,
north_america,eordand_superregion,H01,H01_filnar,filnar,,selphereg,spring_court,32,64,64,1403.5.9,,arakeprun,,dawnfire,,1443.7.5,,
north_america,eordand_superregion,H02,H02_elthor,elthor,,caamas,summer_court,48,64,48,1410.8.1,,murdkather,,longdream,,1426.3.10,,
north_america,eordand_superregion,H03,H03_gelehorn,gelehorn,,caamas,summer_court,80,48,80,1409.6.8,,dearktir,,strongarm,,1435.3.5,,
north_america,eordand_superregion,H04,H04_manaron,manaron,,selphereg,spring_court,48,80,32,1413.6.8,,elchos,,goldtree,,1440.3.5,,
north_america,eordand_superregion,H05,H05_urion,urion,,selphereg,spring_court,48,80,32,1420.8.1,,kairncal,,bluecrest,,1430.3.10,,
north_america,eordand_superregion,H06,H06_taelarian,taelarian,,peitar,eordellon,48,32,80,1413.6.8,,sidpar,,swiftsword,,1440.3.5,,
north_america,eordand_superregion,H07,H07_triandil,triandil,,caamas,summer_court,48,64,48,1416.5.9,,bagcatir,,nighteye,,1443.7.5,,
north_america,eordand_superregion,H08,H08_pelodan_10,pelodan,,peitar,eordellon,32,64,96,1420.6.8,,pelodard,,oathsworn,,1443.3.5,,10.0
north_america,eordand_superregion,H09,H09_sharindel_2,sharindel,,peitar,eordellon,64,48,64,1409.1.12,,dorcurt,,lightkeeper,yes,1440.3.5,,2.0
north_america,eordand_superregion,H10,H10_galinaldor,galinaldor,,tuathak,autumn_court,80,64,32,1418.6.10,,einnsag,,oceansong,,1421.7.5,,
north_america,eordand_superregion,H11,H11_jexassa_2,jexassa,,tuathak,autumn_court,64,32,48,1403.7.2,,clafaidh,,copperheart,yes,1441.3.5,,2.0
north_america,eordand_superregion,H12,H12_urian_2,urian,,tuathak,autumn_court,64,48,80,1389.1.2,1443.3.5,raithtall,,oakgardner,,1403.7.3,1443.3.5,2.0
north_america,eordand_superregion,H12,H12_dharastor_3,dharastor,,tuathak,autumn_court,64,16,64,1415.7.2,,raithtall,,oakgardner,,1443.3.5,,3.0
north_america,eordand_superregion,H13,H13_jhorgas,jhorgas,,tuathak,autumn_court,48,48,64,1420.3.10,,jhorgashirr,,frostguard,,1438.3.10,,
north_america,eordand_superregion,H14,H14_danaran,danaran,,tuathak,autumn_court,48,32,80,1410.5.9,,darblath,,autumnswrath,,1431.7.5,,
north_america,eordand_superregion,H15,H15_ewandil_5,ewandil,,tuathak,autumn_court,48,80,32,1400.3.10,,slegcal,,firstborn,,1438.3.10,,5.0
north_america,eordand_superregion,H16,H16_immarel,immarel,,snecboth,winter_court,64,32,96,1420.3.8,,gemradcurt,,winterswrath,yes,1431.6.12,,
north_america,eordand_superregion,H17,H17_ardoran_2,ardoran,,snecboth,winter_court,64,16,48,1413.3.10,,marathmas,,winterstrider,,1442.3.10,,2.0
north_america,eordand_superregion,H18,H18_serrondal_2,serrondal,,snecboth,winter_court,80,32,48,1407.7.2,,gelcolle,,whitehand,,1433.3.5,,2.0
north_america,eordand_superregion,H19,H19_danaran_1,danaran,,peitar,eordellon,32,32,80,1417.7.2,,dungat,,truearrow,,1443.3.5,,1.0
north_america,eordand_superregion,H20,H20_sarndel_3,sarndel,,peitar,eordellon,32,96,48,1414.7.2,,trimgarb,,whispershadow,yes,1443.3.5,,3.0
south_america,kheionai_superregion,H23,H23_panha,panha,,chendhyan,askaeorg,16,48,32,1407.6.28,,bulkalyn,,unknown_dynasty,yes,1442.6.5,,
north_america,ynn_superregion,H25,H25_calranval_3,calranval,,sarda,ynn_river_worship,48,48,48,1410.4.21,,stenurynn,,yen_stenur,,1444.11.1,,3.0
north_america,ynn_superregion,H26,H26_raymun,raymun,,sarda,ynn_river_worship,32,16,48,1400.04.20,1445.03.1,vels_domfan,,yen_domfan,,1444.11.1,1445.03.1,
south_america,kheionai_superregion,H28,H28_oloris,oloris,,chendhyan,askaeorg,80,48,80,1390.03.14,,nyguylai,,unknown_dynasty,,1442.6.5,,
south_america,kheionai_superregion,H29,H29_tirandil,tirandil,,chendhyan,askaeorg,48,48,64,1423.10.08,,donniraden,,unknown_dynasty,yes,1442.6.5,,
north_america,ynn_superregion,H52,H52_pelodir,pelodir,the_great,moon_elf,elven_forebears,96,48,48,1200.1.1,1700.1.1,paihubi,,unknown_dynasty,,1220.1.1,1700.1.1,
serpentspine,west_serpentspine_superregion,H68,H68_kurgum,kurgum,,ruby_dwarf,ancestor_worship,64,48,64,1352.8.8,,robbers_hideaway,,gemseeker,,1404.3.7,,
serpentspine,west_serpentspine_superregion,H69,H69_khuznoli,khuznoli,,silver_dwarf,regent_court,48,64,64,1362.11.4,,lonely_crevice,,hammerfall,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H70,H70_duran,duran,,silver_dwarf,ancestor_worship,80,80,48,1290.11.4,,dagrinrod_9,,blueshield,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H71,H71_dwosgraeg,dwosgraeg,,silver_dwarf,ancestor_worship,48,32,96,1395.11.4,,argrod_15,,blackbeard,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H72,H72_ghonor,ghonor,,highhold_orc,old_dookan,48,32,64,1412.11.4,,amldihr,,bordu,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H73,H73_gashak,gashak,,drakeclaw_orc,old_dookan,64,48,80,1420.11.4,,gor_vazumbrog,,gorrath,,1442.3.17,,
serpentspine,east_serpentspine_superregion,H74,H74_dak,dak,,undergrowth_goblin,goblinic_shamanism,80,32,64,1408.11.4,,ovdal-az-an,,chaingrasper,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H75,H75_brack,brack,,rustroad_goblin,goblinic_shamanism,32,64,64,1412.11.4,,er-natvir,,railskulker,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H76,H76_ardeginn_22,ardeginn,,diamond_dwarf,ancestor_worship,96,96,32,1312.11.4,,arg-ordstun,,whiteforged,yes,1442.3.17,,22.0
serpentspine,west_serpentspine_superregion,H77,H77_gerin,gerin,,castellyrian,regent_court,32,48,96,1380.11.4,,ovdal_lodhum,,orcrend,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H78,H78_storkhumlir_18,storkhumlir,,citrine_dwarf,ancestor_worship,96,16,96,1282.11.4,,seghdihr,,az-segh,,1442.3.17,,18.0
serpentspine,east_serpentspine_superregion,H79,H79_kragarun,kragarun,lxiii,amber_dwarf,ancestor_worship,80,48,80,1262.2.7,,ovdal_kanzad,,powderkeg,,1371.8.27,,
serpentspine,west_serpentspine_superregion,H80,H80_gurukk,gurukk,,manhunter_orc,great_dookan,48,16,96,1400.10.25,,gurrukur,,siegebreaker,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H81,H81_vrirrig,vrirrig,,blooded_orc,old_dookan,48,48,80,1402.11.4,,bloodied_altar,,beardbutcher,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H82,H82_frailtooth,frailtooth,,goldtooth_goblin,goblinic_shamanism,80,64,48,1392.11.4,,old_coinvault,,greedy_grin,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H83,H83_zog,zog,,drakeclaw_orc,old_dookan,32,80,48,1382.11.4,,misty_cave,,shadowdreamer,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H84,H84_nopels,nopels,,rustroad_goblin,goblinic_shamanism,16,64,96,1422.11.4,,valourmount,,mountainshark,yes,1442.3.17,,
serpentspine,west_serpentspine_superregion,H85,H85_peon,peon,'no-nose',rustroad_goblin,goblinic_shamanism,64,96,32,1392.11.4,,broken_dagger_pass,,truedagger,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H86,H86_rurnom,rurnom,,skull_orc,old_dookan,64,48,64,1402.11.4,,skullgrave_hall,,wretched_skull,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H87,H87_nuldes,nuldes,'rut',straggler_goblin,goblinic_shamanism,48,80,64,1402.11.4,,arrowden,,thieving_arrow,,1442.3.17,,
serpentspine,east_serpentspine_superregion,H88,H88_mit,mit,,undergrowth_goblin,goblinic_shamanism,48,48,48,1402.11.4,,ambermine,,mit,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H89,H89_rurnor,rurnor,,cave_goblin,goblinic_shamanism,48,32,64,1402.11.4,,snotslair,,snotfinger,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H90,H90_rnam,rnam,,crawler_goblin,goblinic_shamanism,64,32,32,1402.11.4,,weballey,,mnar,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H91,H91_skoth,skoth,'chiefcleaver',black_orc,old_dookan,80,0,80,1382.11.4,,dwarovrod_23,,roadwarrior,,1442.3.17,,
serpentspine,east_serpentspine_superregion,H92,H92_zigidix,zigidix,,undergrowth_goblin,goblinic_shamanism,80,48,48,1402.11.4,,greenpit,,boardscratcher,,1442.3.17,,
serpentspine,east_serpentspine_superregion,H93,H93_yeet,yeet,,undergrowth_goblin,goblinic_shamanism,32,16,96,1412.11.4,,dirtdepths,,dirtbringer,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H95,H95_began,began,,copper_dwarf,ancestor_worship,64,96,32,1302.11.4,,shazstundihr,,stormhammer,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H96,H96_bertus,bertus,,silver_dwarf,ancestor_worship,64,64,48,1362.11.4,,dur-vazhatun,,mirth-arm,,1442.3.17,,
serpentspine,west_serpentspine_superregion,H97,H97_kildum,kildum,,ruby_dwarf,ancestor_worship,32,32,80,1420.11.4,,hehodovar,,grudge-ender,,1442.3.17,,
serpentspine,east_serpentspine_superregion,H98,H98_dain,dain,,amethyst_dwarf,ancestor_worship,32,32,80,1394.11.4,,dwarovrod_55,,hardbarrel,,1442.3.17,,
serpentspine,west_serpentspine_superregion,I02,I02_garlim,garlim,,quartz_dwarf,ancestor_worship,80,80,64,1298.11.4,,krakdhumvror,,frozenforge,,1442.3.17,,
europe,deepwoods_superregion,I26,I26_cinrthir,cinrthir,,wood_elf,fey_court,64,64,32,1243.3.6,,elynaile,,elyn,,1338.3.10,,
europe,deepwoods_superregion,I27,I27_bricena,bricena,,wood_elf,fey_court,80,64,16,1372.7.12,,ciranmyna,,myna,yes,1443.3.10,,
europe,deepwoods_superregion,I28,I28_narawen,narawen,,wood_elf,fey_court,32,96,48,1410.3.6,,drennethille,,drennen,yes,1442.3.10,,
europe,deepwoods_superregion,I29,I29_alara,alara,,wood_elf,fey_court,48,32,80,1381.3.6,,hofonn,,cenag,yes,1395.3.10,,
europe,deepwoods_superregion,I30,I30_oberon,oberon,,wood_elf,fey_court,32,16,96,1302.3.6,,taraile,,fealgarn,,1395.3.10,,
europe,deepwoods_superregion,I33,I33_irvah,irvah,,wood_elf,fey_court,0,32,80,1279.2.12,,ayethstir,,ayeth,,1422.3.10,,
europe,deepwoods_superregion,I35,I35_ghuk,ghuk,,forest_goblin,goblinic_shamanism,32,64,80,1421.4.16,,sawelahain,,brambleskinner,,1442.5.15,,
europe,deepwoods_superregion,I36,I36_cleesb,cleesb,,forest_goblin,goblinic_shamanism,32,0,80,1421.4.16,,drayodens,,spiked_log,,1433.3.10,,
europe,deepwoods_superregion,I37,I37_carg,carg,,forest_goblin,pactseeker,32,16,48,1405.6.6,,anbennar7019,,verminhusk,,1433.3.10,,
europe,deepwoods_superregion,I38,I38_vord,vord,,green_orc,great_dookan,32,0,96,1414.11.14,,cirantyrnn,,beasteater,,1440.7.19,,
europe,deepwoods_superregion,I39,I39_bosk,bosk,,green_orc,great_dookan,16,32,64,1424.4.4,,syryuniad,,blightseed,,1440.7.19,,
europe,deepwoods_superregion,I40,I40_gordak,gordak,,green_orc,great_dookan,48,16,80,1402.5.1,,emmylscotha,,cursed_howl,,1422.7.19,,
europe,deepwoods_superregion,I41,I41_khagor,khagor,,green_orc,great_dookan,48,16,80,1422.4.10,,freyhmyfel,,sapchopper,,1442.7.19,,
europe,deepwoods_superregion,I42,I42_relgakk,relgakk,,green_orc,great_dookan,80,32,48,1410.5.1,,ciranfarch,,blackmoon,,1440.7.19,,
europe,deepwoods_superregion,I43,I43_troknar,troknar,,green_orc,great_dookan,32,32,48,1399.8.28,,tronnghul,,silentblade,,1443.7.19,,
europe,deepwoods_superregion,I44,I44_kharag,kharag,,green_orc,great_dookan,80,64,64,1414.5.1,,yfelorr,,silvertusk,,1442.7.19,,
